site,niche,month,snapshot_date,average_price_usd,median_price_usd,cheapest_price_usd,providers_tracked,basis,n_missing,n_under_review,measured_currency,fx_usd_per_eur,fx_date
VPNShortlist,vpn,2026-06,2026-06-16,3.55,2.99,1.99,15,curated,,,USD,1.1594,2026-06-16
VPNShortlist,vpn,2026-07,2026-07-17,3.86,3.38,2.19,10,measured,2,3,USD,1.1435,2026-07-17
VPNShortlist,vpn,2026-08,2026-08-01,4.01,3.67,2.19,10,measured,2,3,USD,1.1485,2026-07-31
VPNShortlist,vpn,2026-09,2026-09-07,4.88,3.99,2.15,10,measured,2,3,USD,1.1622,2026-09-04
