niche,provider_slug,plan_id,run_id,source_url,fetched_at,http_status,extraction_method,selector_or_path,raw_value,raw_currency,raw_period,page_hash,archive_url,scraper_version,fx_rate,fx_date,normalized_usd_per_month,alt_usd_per_month,alt_method,renewal_usd_per_month,incl_vat,status,flags,reason
backup,pcloud,pcloud-premium,2026-07_r1,https://www.pcloud.com/cloud-storage-pricing-plans.html,2026-07-17T21:19:47.110Z,200,css_selector,text-proximity,EUR 199 | e Premium 500 GB Lifetime 299 EUR 199 EUR one_time_payment GET NOW 500 GB Storage 500 GB download_link_traffic Premium P,EUR,year,f1836d5a684db295,,prijsmeter-1.0.0/v1-2026-07,1.1435,2026-07-17,18.96,,,,unknown,observed_new,,periode uit vendor-config (pagina toonde geen termijn bij de prijs)
backup,icedrive,icedrive-lite,2026-07_r1,https://icedrive.net/plans,2026-07-17T21:19:51.051Z,200,css_selector+render,text-proximity,€59 | vings! Monthly Yearly Pro €99 €59 /year --> Annual subscription 2 TB Storage Crypto Included Versions 30 days Continue P,EUR,month,5d112fd8b8a6db12,http://web.archive.org/web/20260715220224/https://icedrive.net/plans,prijsmeter-1.0.0/v1-2026-07,1.1435,2026-07-17,67.47,,,,true,under_review,out_of_band,gevlagd: out_of_band
backup,carbonite,carbonite-safe,2026-07_r1,https://www.carbonite.com/personal/pricing/,2026-07-17T21:20:00.519Z,200,css_selector+render,text-proximity,$95.99 | ary Plan Carbonite Safe Basic $95.99/year Plan length 1 year Number of subscriptions 1 Order Total $95.99 Taxes calculat,USD,year,586f3b37c652fc8d,http://web.archive.org/web/20260623130023/https://www.carbonite.com/personal/pricing/,prijsmeter-1.0.0/v1-2026-07,1,2026-07-17,8,,,,unknown,observed_new,,
backup,idrive,idrive-personal,2026-07_r1,https://www.idrive.com/pricing,2026-07-17T21:20:08.583Z,200,css_selector,text-proximity,"$ 6.99 | time only! --> $9.99 / month $ 6.99 / month 5 TB Storage One user, Multiple computers 5 TB $9.99 $6.99 / month 10 TB $1",USD,month,2f66ab2fa542c5af,https://web.archive.org/web/20260718082743/https://www.idrive.com/pricing,prijsmeter-1.0.0/v1-2026-07,1,2026-07-17,6.99,,,,unknown,observed_new,,periode uit vendor-config (pagina toonde geen termijn bij de prijs)
backup,acronis,acronis-essentials,2026-07_r1,https://www.acronis.com/en/products/true-image/purchasing/,2026-07-17T21:20:13.248Z,200,json_ld,offers.price,EUR 49.99 (JSON-LD),EUR,year,7808356afd3e6145,,prijsmeter-1.0.0/v1-2026-07,1.1435,2026-07-17,4.76,83.25,css_selector,,true,under_review,extractor_disagreement,gevlagd: extractor_disagreement
backup,nordlocker,nordlocker-500gb,2026-07_r1,https://nordlocker.com/plans/,2026-07-17T21:20:17.603Z,200,css_selector+render,text-proximity,$ 2 | ecure sharing Save 40% 500 GB $ 2 . 99 / month $ 59 . 88 $ 35 . 88 for the first 12 months VAT may apply. Savings: intro,USD,month,7cb24fc3f27a237b,,prijsmeter-1.0.0/v1-2026-07,1,2026-07-17,2,,,,true,observed_new,,periode uit vendor-config (pagina toonde geen termijn bij de prijs)
backup,sync-com,sync-solo,2026-07_r1,https://www.sync.com/pricing-individual/,2026-07-17T21:20:24.813Z,200,css_selector,text-proximity,"$3.50 | want private cloud storage $4 $3.50 per month, billed monthly per month, billed annually Top features: 150 GB secure sto",USD,month,2361d869797f76ce,http://web.archive.org/web/20260713185909/https://www.sync.com/pricing-individual/,prijsmeter-1.0.0/v1-2026-07,1,2026-07-17,3.5,,,,true,observed_new,,
backup,backblaze,backblaze-personal,2026-07_r1,https://www.backblaze.com/cloud-backup/pricing,2026-07-17T21:20:28.231Z,200,css_selector,text-proximity,$99 | lue Save 8% Personal backup ‍ $99 /year Free Trial Buy now What&#x27;s included Unlimited data backup Access data anywhe,USD,year,c34470a954fb2743,https://web.archive.org/web/20260718083154/https://www.backblaze.com/cloud-backup/pricing,prijsmeter-1.0.0/v1-2026-07,1,2026-07-17,8.25,,,,true,observed_new,,
backup,filen,filen-pro,2026-07_r1,https://filen.io/pricing,2026-07-17T21:20:32.406Z,200,css_selector,text-proximity,$ 4 | 8 F10 F11 F12 ~ ` ! 1 @ 2 # 3 $ 4 % 5 ^ 6 &amp; 7 * 8 ( 9 ) 0 — _ + = delete tab Q W E R T Y U I O P { [ } ] | \ caps lo,USD,month,8b1b8bc00603d81a,https://web.archive.org/web/20260718083310/https://filen.io/pricing,prijsmeter-1.0.0/v1-2026-07,1,2026-07-17,4,,,,unknown,observed_new,,periode uit vendor-config (pagina toonde geen termijn bij de prijs)
backup,proton-drive,proton-drive-plus,2026-07_r1,https://proton.me/drive/pricing,2026-07-17T21:20:35.208Z,200,css_selector+render,text-proximity,€9.99 | ve Professional 1 TB per user €9.99 /month Secure cloud storage and collaboration for teams Share and collaborate on fil,EUR,month,72b963380d3fea80,http://web.archive.org/web/20260630181427/https://proton.me/drive/pricing,prijsmeter-1.0.0/v1-2026-07,1.1435,2026-07-17,11.42,,,,unknown,observed_new,,
backup,onedrive,onedrive-standalone,2026-07_r1,https://www.microsoft.com/nl-nl/microsoft-365/onedrive/onedrive-plans-and-pricing,2026-07-17T21:20:43.415Z,200,manual,,,,unknown,1f501c5d3a6693ab,https://web.archive.org/web/20260718083355/https://www.microsoft.com/nl-nl/microsoft-365/onedrive/onedrive-plans-and-pricing?market=nl,prijsmeter-1.0.0/v1-2026-07,,,,,,,unknown,missing,,fetch failed
