niche,provider_slug,plan_id,run_id,source_url,fetched_at,http_status,extraction_method,selector_or_path,raw_value,raw_currency,raw_period,page_hash,archive_url,scraper_version,fx_rate,fx_date,normalized_usd_per_month,alt_usd_per_month,alt_method,renewal_usd_per_month,incl_vat,status,flags,reason
vpn,private-internet-access,pia-3yr,2026-08_r1,https://www.privateinternetaccess.com/buy-vpn-online,2026-08-01T07:25:39.209Z,200,json_ld,offers.price,USD 2.75 (JSON-LD),USD,month,97a94832511ed3af,,prijsmeter-1.0.0/v1-2026-07,1,2026-08-01,2.75,,,,true,observed_unchanged,,mediaan van 3/3 runs; vergeleken in USD: 2.75 -> 2.75 per maand
vpn,privadovpn,privado-24m,2026-08_r1,https://privadovpn.com/pricing/,2026-08-01T07:25:42.988Z,200,json_ld,offers.price,USD 1.11 (JSON-LD),USD,month,96491fe5e1f28d81,,prijsmeter-1.0.0/v1-2026-07,1,2026-08-01,1.11,1.99,css_selector,,true,under_review,extractor_disagreement,gevlagd: extractor_disagreement
vpn,privatevpn,privatevpn-deal,2026-08_r1,https://privatevpn.com/prices/,2026-08-01T07:29:07.225Z,200,manual,,,,unknown,af786579c5b99ae6,,prijsmeter-1.0.0/v1-2026-07,,,,,,,unknown,missing,,"geen prijs gevonden (ook na render, 358133 bytes)"
vpn,purevpn,purevpn-std-2yr,2026-08_r1,https://www.purevpn.com/order,2026-08-01T07:26:22.330Z,200,json_ld,offers.price,USD 2.15 (JSON-LD),USD,month,2c7f559b028010e8,,prijsmeter-1.0.0/v1-2026-07,1,2026-08-01,2.15,1.49,css_selector,4,unknown,under_review,extractor_disagreement,gevlagd: extractor_disagreement
vpn,cyberghost,cyberghost-2yr,2026-08_r1,https://www.cyberghostvpn.com/en_US/pricing,2026-08-01T07:26:25.907Z,200,json_ld,offers.price,EUR 2.75 (JSON-LD),EUR,month,324116d7e261df15,,prijsmeter-1.0.0/v1-2026-07,1.1485,2026-07-31,3.16,,,,unknown,observed_unchanged,,"mediaan van 3/3 runs; vergeleken in EUR: 2.75 -> 2.75 per maand; de dollarwaarde ging wel 3.14 -> 3.16 en dat is wisselkoers, geen prijs"
vpn,surfshark,surfshark-starter,2026-08_r1,https://surfshark.com/pricing,2026-08-01T07:26:29.986Z,200,css_selector,text-proximity,€2.49 | th Save 85% Surfshark Starter €2.49 /mo. + 3 EXTRA months old price €444.15 sale price €67.23 for the first 27 months (V,EUR,month,e362b47e4c09ff5a,,prijsmeter-1.0.0/v1-2026-07,1.1485,2026-07-31,2.86,,,,unknown,observed_changed,,mediaan van 3/3 runs; vergeleken in EUR: 2.29 -> 2.49 per maand
vpn,hide-me,hideme,2026-08_r1,https://hide.me/en/pricing,2026-08-01T07:29:50.640Z,200,manual,,,,unknown,a7caf1fddd78f053,,prijsmeter-1.0.0/v1-2026-07,,,,,,,unknown,missing,,"geen prijs gevonden (ook na render, 113352 bytes)"
vpn,ipvanish,ipvanish-2yr,2026-08_r1,https://www.ipvanish.com/pricing/,2026-08-01T07:26:39.873Z,200,css_selector,text-proximity,$2.19 | hly Best Protection Essential $2.19 /mo $311.76 $52.56 for the first 2 years. Renews Yearly at $89.99. Get Essential 30,USD,month,903834d45757e29c,,prijsmeter-1.0.0/v1-2026-07,1,2026-08-01,2.19,,,7.5,unknown,observed_unchanged,,mediaan van 3/3 runs; vergeleken in USD: 2.19 -> 2.19 per maand
vpn,tunnelbear,tunnelbear-unlimited,2026-08_r1,https://www.tunnelbear.com/pricing/,2026-08-01T07:26:47.808Z,200,css_selector,text-proximity,$3.33 | riority customer support from $3.33 /mo Get started Teams For businesses securing 2+ users Unlimited secure browsing Unl,USD,month,a864fd2a0c76b577,,prijsmeter-1.0.0/v1-2026-07,1,2026-08-01,3.33,,,,unknown,observed_unchanged,,mediaan van 3/3 runs; vergeleken in USD: 3.33 -> 3.33 per maand
vpn,nordvpn,nordvpn-2yr,2026-08_r1,https://nordvpn.com/pricing/,2026-08-01T07:26:51.231Z,200,css_selector+render,text-proximity,€3.49 | 2-year plans ▾ Basic Save 69% €3.49 per month /mo + 3 EXTRA months €312.93 €94.23 for the first 27 months. VAT may apply,EUR,month,8667201fb85b6d26,,prijsmeter-1.0.0/v1-2026-07,1.1485,2026-07-31,4.01,,,13.31,true,observed_unchanged,,"mediaan van 3/3 runs; vergeleken in EUR: 3.49 -> 3.49 per maand; de dollarwaarde ging wel 3.99 -> 4.01 en dat is wisselkoers, geen prijs"
vpn,proton-vpn,protonvpn-plus,2026-08_r1,https://protonvpn.com/pricing,2026-08-01T07:26:58.170Z,200,css_selector,text-proximity,USD 100 | . Compare plans . . . CHF EUR USD 100M+ accounts 100M+ 4.7+ app rating 4.7+ Swiss-based Featured in: Compare plans 1 mon,USD,month,2af86c5ed268ed21,http://web.archive.org/web/20260801090846/https://protonvpn.com/pricing,prijsmeter-1.0.0/v1-2026-07,1,2026-08-01,100,,,,unknown,under_review,out_of_band,gevlagd: out_of_band
vpn,mozilla-vpn,mozilla-vpn,2026-08_r1,https://www.mozilla.org/products/vpn/pricing/,2026-08-01T07:27:01.753Z,200,css_selector,text-proximity,€4.99 | mers only) Recommended Annual €4.99 /month Save 50% €59.88 total Get annual subscription 30-day money-back guarantee Mon,EUR,month,117875e0373c36fd,,prijsmeter-1.0.0/v1-2026-07,1.1485,2026-07-31,5.73,,,,unknown,observed_unchanged,,"mediaan van 3/3 runs; vergeleken in EUR: 4.99 -> 4.99 per maand; de dollarwaarde ging wel 5.71 -> 5.73 en dat is wisselkoers, geen prijs"
vpn,mullvad,mullvad-flat,2026-08_r1,https://mullvad.net/en/pricing,2026-08-01T07:27:05.919Z,200,css_selector,text-proximity,€5 | ility. Including VAT. 1 month €5 per month 1 year €5 per month 1 decade €5 per month €5 is equivalent to $5.77 £4.28 SEK,EUR,month,094e96c78aef821f,http://web.archive.org/web/20260801091027/https://mullvad.net/en/pricing,prijsmeter-1.0.0/v1-2026-07,1.1485,2026-07-31,5.74,,,,true,observed_unchanged,,"mediaan van 3/3 runs; vergeleken in EUR: 5 -> 5 per maand; de dollarwaarde ging wel 5.72 -> 5.74 en dat is wisselkoers, geen prijs"
vpn,windscribe,windscribe-pro,2026-08_r1,https://windscribe.com/upgrade,2026-08-01T07:27:09.582Z,200,css_selector,text-proximity,$5.75 | illed $69 USD every 12 months $5.75 per month Buy Now Most Popular Select Payment Method Credit Card PayPal Cryptocurren,USD,month,83a7d7213aa9292f,http://web.archive.org/web/20260801091110/https://windscribe.com/upgrade,prijsmeter-1.0.0/v1-2026-07,1,2026-08-01,5.75,,,,unknown,observed_unchanged,,mediaan van 3/3 runs; vergeleken in USD: 5.75 -> 5.75 per maand
vpn,expressvpn,expressvpn-12m,2026-08_r1,https://www.expressvpn.com/pricing,2026-08-01T07:27:13.201Z,200,css_selector,text-proximity,€ 3.99 | l relay Most Popular Advanced € 3.99 / mo Save 73% 2 Years + 4 Months Billed €419.72 €111.72 for first 28 Months. Then a,EUR,month,e5ab528907e785e4,,prijsmeter-1.0.0/v1-2026-07,1.1485,2026-07-31,4.58,,,7.65,unknown,observed_changed,,mediaan van 3/3 runs; vergeleken in EUR: 2.99 -> 3.99 per maand
